GA,GS
GA1.1.587844536.1734187270,GS1.1.1734187269.1
GA1.1.503805143.1734187275,GS1.1.1734187274.1
GA1.1.455979862.1734187278,GS1.1.1734187278.1
GA1.1.1446797906.1734187281,GS1.1.1734187281.1
GA1.1.1576259163.1734187286,GS1.1.1734187285.1
GA1.1.799205056.1734187290,GS1.1.1734187290.1
GA1.1.1103167111.1734187293,GS1.1.1734187293.1
GA1.1.1046891269.1734187299,GS1.1.1734187298.1
GA1.1.515535378.1734187302,GS1.1.1734187302.1
GA1.1.787476182.1734187306,GS1.1.1734187306.1
GA1.1.1572817132.1734187309,GS1.1.1734187308.1
GA1.1.1274921481.1734187312,GS1.1.1734187311.1
GA1.1.248245029.1734187315,GS1.1.1734187314.1
GA1.1.1126056265.1734187318,GS1.1.1734187317.1
GA1.1.2108635539.1734187320,GS1.1.1734187320.1
GA1.1.982230004.1734187323,GS1.1.1734187322.1
GA1.1.1000098213.1734187325,GS1.1.1734187325.1
GA1.1.1483537256.1734187328,GS1.1.1734187327.1
GA1.1.111807095.1734187330,GS1.1.1734187330.1
GA1.1.632551271.1734187333,GS1.1.1734187333.1
GA1.1.668297423.1734187336,GS1.1.1734187335.1
GA1.1.1428187509.1734187338,GS1.1.1734187338.1
GA1.1.866301655.1734187341,GS1.1.1734187340.1
GA1.1.1406906906.1734187343,GS1.1.1734187343.1
GA1.1.1411470613.1734187346,GS1.1.1734187345.1
GA1.1.1408513090.1734187348,GS1.1.1734187348.1
GA1.1.1041346635.1734187351,GS1.1.1734187350.1
GA1.1.550682898.1734187353,GS1.1.1734187353.1
GA1.1.1095828530.1734187356,GS1.1.1734187356.1
GA1.1.412471550.1734187359,GS1.1.1734187358.1
GA1.1.747009531.1734187361,GS1.1.1734187361.1
GA1.1.1452936786.1734187364,GS1.1.1734187363.1
GA1.1.596764172.1734187367,GS1.1.1734187366.1
GA1.1.1679172825.1734187369,GS1.1.1734187369.1
GA1.1.1118446918.1734187372,GS1.1.1734187372.1
GA1.1.1321537380.1734187375,GS1.1.1734187375.1
GA1.1.751291550.1734187378,GS1.1.1734187378.1
GA1.1.1514386072.1734187381,GS1.1.1734187380.1
GA1.1.1017042700.1734187383,GS1.1.1734187383.1
GA1.1.1577315586.1734187386,GS1.1.1734187385.1
GA1.1.171810792.1734187388,GS1.1.1734187388.1
GA1.1.757497064.1734187391,GS1.1.1734187390.1
GA1.1.397476356.1734187394,GS1.1.1734187393.1
GA1.1.468291263.1734187397,GS1.1.1734187397.1
GA1.1.237918788.1734187400,GS1.1.1734187399.1
GA1.1.678563169.1734187402,GS1.1.1734187402.1
GA1.1.391191269.1734187405,GS1.1.1734187405.1
GA1.1.1414846719.1734187408,GS1.1.1734187407.1
GA1.1.312256389.1734187410,GS1.1.1734187410.1
GA1.1.601513455.1734187413,GS1.1.1734187412.1
GA1.1.523553617.1734187415,GS1.1.1734187415.1
GA1.1.566149733.1734187418,GS1.1.1734187417.1
GA1.1.1678360402.1734187420,GS1.1.1734187420.1
GA1.1.2079958196.1734187423,GS1.1.1734187423.1
GA1.1.430682444.1734187426,GS1.1.1734187425.1
GA1.1.257272326.1734187428,GS1.1.1734187428.1
GA1.1.1997352462.1734187431,GS1.1.1734187430.1
GA1.1.1905637474.1734187433,GS1.1.1734187433.1
GA1.1.642012440.1734187436,GS1.1.1734187435.1
GA1.1.410424615.1734187438,GS1.1.1734187438.1
GA1.1.1121671632.1734187441,GS1.1.1734187440.1
GA1.1.2119256516.1734187443,GS1.1.1734187443.1
GA1.1.1078764243.1734187446,GS1.1.1734187445.1
GA1.1.1544447700.1734187448,GS1.1.1734187448.1
GA1.1.864125076.1734187451,GS1.1.1734187451.1
GA1.1.658677447.1734187454,GS1.1.1734187453.1
GA1.1.1476798563.1734187456,GS1.1.1734187456.1
GA1.1.466779378.1734187459,GS1.1.1734187458.1
GA1.1.1238749079.1734187461,GS1.1.1734187461.1
GA1.1.427581722.1734187464,GS1.1.1734187463.1
GA1.1.1033844442.1734187466,GS1.1.1734187466.1
GA1.1.1630226631.1734187469,GS1.1.1734187468.1
GA1.1.1583895657.1734187471,GS1.1.1734187471.1
GA1.1.1163091365.1734187474,GS1.1.1734187474.1
GA1.1.1428135718.1734187477,GS1.1.1734187476.1
GA1.1.1834360619.1734187479,GS1.1.1734187479.1
GA1.1.55078601.1734187482,GS1.1.1734187481.1
GA1.1.1258198721.1734187484,GS1.1.1734187484.1
GA1.1.576085932.1734187487,GS1.1.1734187486.1
GA1.1.555749103.1734187489,GS1.1.1734187489.1
GA1.1.1550955267.1734187492,GS1.1.1734187492.1
GA1.1.539273549.1734187495,GS1.1.1734187494.1
GA1.1.187046302.1734187497,GS1.1.1734187497.1
GA1.1.749687483.1734187500,GS1.1.1734187499.1
GA1.1.651576714.1734187502,GS1.1.1734187502.1
GA1.1.631045178.1734187505,GS1.1.1734187504.1
GA1.1.1893127350.1734187507,GS1.1.1734187507.1
GA1.1.1527370772.1734187510,GS1.1.1734187509.1
GA1.1.1424413196.1734187512,GS1.1.1734187512.1
GA1.1.9462087.1734187515,GS1.1.1734187515.1
GA1.1.2059313873.1734187518,GS1.1.1734187517.1
GA1.1.1234269937.1734187520,GS1.1.1734187520.1
GA1.1.694579037.1734187523,GS1.1.1734187522.1
GA1.1.1657718784.1734187525,GS1.1.1734187525.1
GA1.1.1116968401.1734187528,GS1.1.1734187527.1
GA1.1.1693213612.1734187530,GS1.1.1734187530.1
GA1.1.1787197413.1734187533,GS1.1.1734187533.1
GA1.1.2106855690.1734187536,GS1.1.1734187535.1
GA1.1.1630283275.1734187538,GS1.1.1734187538.1
GA1.1.1801029881.1734187541,GS1.1.1734187540.1
GA1.1.1332704109.1734187543,GS1.1.1734187543.1
GA1.1.1165116132.1734187546,GS1.1.1734187545.1
GA1.1.872940664.1734187549,GS1.1.1734187548.1
GA1.1.2069097415.1734187551,GS1.1.1734187551.1
GA1.1.714296344.1734187554,GS1.1.1734187553.1
GA1.1.445190097.1734187556,GS1.1.1734187556.1
GA1.1.1866730981.1734187559,GS1.1.1734187558.1
GA1.1.1318483684.1734187561,GS1.1.1734187561.1
GA1.1.466790811.1734187564,GS1.1.1734187563.1
GA1.1.12806965.1734187566,GS1.1.1734187566.1
GA1.1.2090628446.1734187569,GS1.1.1734187568.1
GA1.1.827363591.1734187571,GS1.1.1734187571.1
GA1.1.540608435.1734187574,GS1.1.1734187573.1
GA1.1.1545686925.1734187577,GS1.1.1734187576.1
GA1.1.41421501.1734187579,GS1.1.1734187579.1
GA1.1.1106444546.1734187582,GS1.1.1734187581.1
GA1.1.1009005142.1734187584,GS1.1.1734187584.1
GA1.1.181819928.1734187587,GS1.1.1734187586.1
GA1.1.2130561544.1734187589,GS1.1.1734187589.1
GA1.1.636705920.1734187592,GS1.1.1734187591.1
GA1.1.1345412094.1734187594,GS1.1.1734187594.1
GA1.1.899859651.1734187597,GS1.1.1734187596.1
GA1.1.119138605.1734187600,GS1.1.1734187599.1
GA1.1.1717245146.1734187602,GS1.1.1734187602.1
GA1.1.1852219822.1734187605,GS1.1.1734187604.1
GA1.1.2103374743.1734187607,GS1.1.1734187607.1
GA1.1.1173634441.1734187610,GS1.1.1734187609.1
GA1.1.941839034.1734187612,GS1.1.1734187612.1
GA1.1.914746750.1734187615,GS1.1.1734187615.1
GA1.1.844717245.1734187618,GS1.1.1734187617.1
GA1.1.1476414543.1734187620,GS1.1.1734187619.1
GA1.1.1559919211.1734187623,GS1.1.1734187622.1
GA1.1.1695001623.1734187626,GS1.1.1734187625.1
GA1.1.1087772388.1734187628,GS1.1.1734187628.1
GA1.1.1766660314.1734187631,GS1.1.1734187630.1
GA1.1.1508146670.1734187633,GS1.1.1734187633.1
GA1.1.1248414290.1734187636,GS1.1.1734187635.1
GA1.1.1479009871.1734187640,GS1.1.1734187639.1
GA1.1.122640429.1734187641,GS1.1.1734187640.1
GA1.1.1177062127.1734187644,GS1.1.1734187643.1
GA1.1.1309478655.1734187646,GS1.1.1734187646.1
GA1.1.194826162.1734187649,GS1.1.1734187648.1
GA1.1.190318153.1734187651,GS1.1.1734187651.1
GA1.1.317657583.1734187654,GS1.1.1734187653.1
GA1.1.2068505263.1734187656,GS1.1.1734187656.1
GA1.1.1713441137.1734187659,GS1.1.1734187658.1
GA1.1.1452941521.1734187662,GS1.1.1734187661.1
GA1.1.477982736.1734187664,GS1.1.1734187664.1
GA1.1.903115084.1734187667,GS1.1.1734187667.1
GA1.1.1320780236.1734187670,GS1.1.1734187669.1
GA1.1.215015143.1734187672,GS1.1.1734187672.1
GA1.1.1678818777.1734187675,GS1.1.1734187674.1
GA1.1.1206263314.1734187678,GS1.1.1734187677.1
GA1.1.492470076.1734187680,GS1.1.1734187680.1
GA1.1.1444188206.1734187683,GS1.1.1734187682.1
GA1.1.587268644.1734187686,GS1.1.1734187685.1
GA1.1.454290447.1734187689,GS1.1.1734187688.1
GA1.1.1204796794.1734187691,GS1.1.1734187691.1
GA1.1.315284043.1734187694,GS1.1.1734187694.1
GA1.1.1048113772.1734187697,GS1.1.1734187696.1
GA1.1.1663917637.1734187699,GS1.1.1734187699.1
GA1.1.634961211.1734187702,GS1.1.1734187701.1
GA1.1.24518666.1734187704,GS1.1.1734187704.1
GA1.1.1251977513.1734187707,GS1.1.1734187706.1
GA1.1.1639944329.1734187709,GS1.1.1734187709.1
GA1.1.1545627490.1734187712,GS1.1.1734187712.1
GA1.1.1290274651.1734187715,GS1.1.1734187714.1
GA1.1.1788264259.1734187717,GS1.1.1734187717.1
GA1.1.109980157.1734187720,GS1.1.1734187719.1
GA1.1.1963933675.1734187722,GS1.1.1734187722.1
GA1.1.610403616.1734187725,GS1.1.1734187724.1
GA1.1.699612456.1734187727,GS1.1.1734187727.1
GA1.1.1319121234.1734187730,GS1.1.1734187730.1
GA1.1.2015737375.1734187733,GS1.1.1734187732.1
GA1.1.682319780.1734187735,GS1.1.1734187735.1
GA1.1.1047559755.1734187738,GS1.1.1734187737.1
GA1.1.1613795257.1734187740,GS1.1.1734187740.1
GA1.1.14611941.1734187743,GS1.1.1734187742.1
GA1.1.877098367.1734187745,GS1.1.1734187745.1
GA1.1.1070351289.1734187748,GS1.1.1734187747.1
GA1.1.1539246745.1734187750,GS1.1.1734187750.1
GA1.1.1249863446.1734187753,GS1.1.1734187752.1
GA1.1.449618062.1734187756,GS1.1.1734187755.1
GA1.1.193043036.1734187758,GS1.1.1734187758.1
GA1.1.2041359028.1734187761,GS1.1.1734187760.1
GA1.1.1929216071.1734187763,GS1.1.1734187763.1
GA1.1.230683645.1734187766,GS1.1.1734187765.1
GA1.1.1577879440.1734187769,GS1.1.1734187769.1
GA1.1.196636711.1734187772,GS1.1.1734187771.1
GA1.1.1523278942.1734187774,GS1.1.1734187774.1
GA1.1.849800887.1734187777,GS1.1.1734187777.1
GA1.1.2100781125.1734187780,GS1.1.1734187779.1
GA1.1.1489169594.1734187782,GS1.1.1734187782.1
GA1.1.514605216.1734187785,GS1.1.1734187784.1
GA1.1.929365109.1734187787,GS1.1.1734187787.1
GA1.1.1416262527.1734187790,GS1.1.1734187789.1
GA1.1.1954782491.1734187793,GS1.1.1734187792.1
GA1.1.1187861529.1734187795,GS1.1.1734187795.1
GA1.1.166044286.1734187798,GS1.1.1734187797.1
GA1.1.991602056.1734187800,GS1.1.1734187800.1
GA1.1.182966780.1734187803,GS1.1.1734187802.1
GA1.1.1912940172.1734187805,GS1.1.1734187805.1
GA1.1.1504774055.1734187808,GS1.1.1734187807.1
GA1.1.1077243858.1734187810,GS1.1.1734187810.1
GA1.1.326509514.1734187813,GS1.1.1734187812.1
GA1.1.123843790.1734187815,GS1.1.1734187815.1
GA1.1.238244458.1734187818,GS1.1.1734187818.1
GA1.1.333517900.1734187821,GS1.1.1734187820.1
GA1.1.1276888033.1734187823,GS1.1.1734187823.1
GA1.1.461394236.1734187826,GS1.1.1734187826.1
GA1.1.1788268757.1734187829,GS1.1.1734187829.1
GA1.1.2046565713.1734187832,GS1.1.1734187831.1
GA1.1.1002868460.1734187834,GS1.1.1734187834.1
GA1.1.1825661315.1734187837,GS1.1.1734187836.1
GA1.1.1972375199.1734187841,GS1.1.1734187840.1
GA1.1.1620318637.1734187843,GS1.1.1734187843.1
GA1.1.768962936.1734187846,GS1.1.1734187845.1
GA1.1.915083345.1734187849,GS1.1.1734187848.1
GA1.1.1938909535.1734187851,GS1.1.1734187851.1
GA1.1.1117491276.1734187854,GS1.1.1734187854.1
GA1.1.1762371390.1734187857,GS1.1.1734187856.1
GA1.1.320933546.1734187859,GS1.1.1734187859.1
GA1.1.2033963539.1734187862,GS1.1.1734187862.1
GA1.1.488500756.1734187865,GS1.1.1734187864.1
GA1.1.1484172190.1734187867,GS1.1.1734187867.1
GA1.1.1929901422.1734187870,GS1.1.1734187869.1
GA1.1.537784510.1734187872,GS1.1.1734187872.1
GA1.1.2140694198.1734187875,GS1.1.1734187874.1
GA1.1.2005152935.1734187877,GS1.1.1734187877.1
GA1.1.1886714196.1734187880,GS1.1.1734187880.1
GA1.1.65278369.1734187883,GS1.1.1734187882.1
GA1.1.914917110.1734187885,GS1.1.1734187885.1
GA1.1.694924297.1734187888,GS1.1.1734187887.1
GA1.1.1358304501.1734187890,GS1.1.1734187890.1
GA1.1.2122173604.1734187893,GS1.1.1734187892.1
GA1.1.2087698924.1734187895,GS1.1.1734187895.1
GA1.1.2065601392.1734187898,GS1.1.1734187897.1
GA1.1.834416843.1734187900,GS1.1.1734187900.1
GA1.1.1496608668.1734187903,GS1.1.1734187902.1
GA1.1.1044848870.1734187906,GS1.1.1734187905.1
GA1.1.452935769.1734187909,GS1.1.1734187908.1
GA1.1.66446396.1734187911,GS1.1.1734187911.1
GA1.1.155178740.1734187914,GS1.1.1734187913.1
GA1.1.1994290669.1734187916,GS1.1.1734187916.1
GA1.1.637066109.1734187919,GS1.1.1734187918.1
GA1.1.486577818.1734187921,GS1.1.1734187921.1
GA1.1.1733696211.1734187924,GS1.1.1734187923.1
GA1.1.759751077.1734187927,GS1.1.1734187926.1
GA1.1.865679516.1734187929,GS1.1.1734187929.1
GA1.1.721913760.1734187932,GS1.1.1734187931.1
GA1.1.78369546.1734187934,GS1.1.1734187934.1
GA1.1.176304716.1734187937,GS1.1.1734187936.1
GA1.1.1383773489.1734187939,GS1.1.1734187939.1
GA1.1.1962124548.1734187942,GS1.1.1734187941.1
GA1.1.152181072.1734187944,GS1.1.1734187944.1
GA1.1.1295702182.1734187947,GS1.1.1734187946.1
GA1.1.1480125884.1734187950,GS1.1.1734187949.1
GA1.1.800226679.1734187952,GS1.1.1734187952.1
GA1.1.144777601.1734187955,GS1.1.1734187954.1
GA1.1.1366596492.1734187957,GS1.1.1734187957.1
GA1.1.858038433.1734187960,GS1.1.1734187959.1
GA1.1.352319277.1734187962,GS1.1.1734187962.1
GA1.1.135651167.1734187965,GS1.1.1734187965.1
GA1.1.341881109.1734187968,GS1.1.1734187967.1
GA1.1.997449628.1734187970,GS1.1.1734187970.1
GA1.1.1128594381.1734187973,GS1.1.1734187972.1
GA1.1.1276842681.1734187975,GS1.1.1734187975.1
GA1.1.1773092166.1734187978,GS1.1.1734187977.1
GA1.1.1077718428.1734187980,GS1.1.1734187980.1
GA1.1.2029722592.1734187983,GS1.1.1734187982.1
GA1.1.1926072347.1734187985,GS1.1.1734187985.1
GA1.1.2044741121.1734187988,GS1.1.1734187987.1
GA1.1.902014748.1734187990,GS1.1.1734187990.1
GA1.1.148644089.1734187993,GS1.1.1734187993.1
GA1.1.1397039672.1734187996,GS1.1.1734187995.1
GA1.1.1314327628.1734187998,GS1.1.1734187998.1
GA1.1.261900507.1734188001,GS1.1.1734188000.1
GA1.1.1822418164.1734188003,GS1.1.1734188003.1
GA1.1.829346288.1734188006,GS1.1.1734188005.1
GA1.1.1668306301.1734188008,GS1.1.1734188008.1
GA1.1.1993504378.1734188011,GS1.1.1734188010.1
GA1.1.1122325369.1734188013,GS1.1.1734188013.1
GA1.1.1035242550.1734188016,GS1.1.1734188016.1
GA1.1.1665900908.1734188019,GS1.1.1734188018.1
GA1.1.955461700.1734188021,GS1.1.1734188021.1
GA1.1.1813094277.1734188024,GS1.1.1734188023.1
GA1.1.1876993734.1734188026,GS1.1.1734188026.1
GA1.1.671051134.1734188029,GS1.1.1734188028.1
GA1.1.761678727.1734188032,GS1.1.1734188031.1
GA1.1.439056293.1734188034,GS1.1.1734188034.1
GA1.1.1649924956.1734188037,GS1.1.1734188036.1
GA1.1.1758893979.1734188039,GS1.1.1734188039.1
GA1.1.1050423859.1734188042,GS1.1.1734188041.1
GA1.1.1762849910.1734188044,GS1.1.1734188044.1
GA1.1.1886852021.1734188047,GS1.1.1734188046.1
GA1.1.263830821.1734188049,GS1.1.1734188049.1
GA1.1.848840826.1734188052,GS1.1.1734188051.1
GA1.1.571389245.1734188054,GS1.1.1734188054.1
GA1.1.97860250.1734188057,GS1.1.1734188056.1
GA1.1.254365824.1734188059,GS1.1.1734188059.1
GA1.1.1079489445.1734188062,GS1.1.1734188062.1
GA1.1.529673439.1734188065,GS1.1.1734188064.1
GA1.1.636089000.1734188067,GS1.1.1734188067.1
GA1.1.847564309.1734188070,GS1.1.1734188069.1
GA1.1.27149143.1734188072,GS1.1.1734188072.1
GA1.1.961706468.1734188075,GS1.1.1734188074.1
GA1.1.215011409.1734188078,GS1.1.1734188077.1
GA1.1.1491798821.1734188080,GS1.1.1734188080.1
GA1.1.589469553.1734188083,GS1.1.1734188082.1
GA1.1.853000857.1734188085,GS1.1.1734188085.1
GA1.1.1830644859.1734188089,GS1.1.1734188088.1
GA1.1.670399846.1734188092,GS1.1.1734188091.1
GA1.1.498506136.1734188094,GS1.1.1734188094.1
GA1.1.63509732.1734188097,GS1.1.1734188096.1
GA1.1.296762562.1734188100,GS1.1.1734188099.1
GA1.1.372060868.1734188102,GS1.1.1734188102.1
GA1.1.1461472328.1734188105,GS1.1.1734188104.1
GA1.1.745719495.1734188107,GS1.1.1734188107.1
GA1.1.1117270139.1734188110,GS1.1.1734188110.1
GA1.1.1468809996.1734188113,GS1.1.1734188112.1
GA1.1.124291136.1734188115,GS1.1.1734188115.1
GA1.1.1691510129.1734188118,GS1.1.1734188117.1
GA1.1.211342708.1734188120,GS1.1.1734188120.1
GA1.1.1867797582.1734188123,GS1.1.1734188122.1
GA1.1.484681335.1734188126,GS1.1.1734188125.1
GA1.1.952785515.1734188128,GS1.1.1734188128.1
GA1.1.385015821.1734188131,GS1.1.1734188130.1
GA1.1.1687527835.1734188133,GS1.1.1734188133.1
GA1.1.1958754223.1734188136,GS1.1.1734188135.1
GA1.1.877711278.1734188139,GS1.1.1734188138.1
GA1.1.203708946.1734188141,GS1.1.1734188141.1
GA1.1.1831747507.1734188144,GS1.1.1734188143.1
GA1.1.884819959.1734188146,GS1.1.1734188146.1
GA1.1.1866385039.1734188149,GS1.1.1734188148.1
GA1.1.1275218258.1734188151,GS1.1.1734188151.1
GA1.1.1827397204.1734188154,GS1.1.1734188153.1
GA1.1.837437779.1734188157,GS1.1.1734188156.1
GA1.1.1122658878.1734188160,GS1.1.1734188160.1
GA1.1.466417160.1734188162,GS1.1.1734188161.1
GA1.1.1848595633.1734188164,GS1.1.1734188164.1
GA1.1.1321355654.1734188167,GS1.1.1734188166.1
GA1.1.996697075.1734188169,GS1.1.1734188169.1
GA1.1.249973458.1734188172,GS1.1.1734188171.1
GA1.1.1172948952.1734188174,GS1.1.1734188174.1
GA1.1.1583260323.1734188177,GS1.1.1734188176.1
GA1.1.693789747.1734188179,GS1.1.1734188179.1
GA1.1.958542707.1734188182,GS1.1.1734188181.1
GA1.1.1599683118.1734188184,GS1.1.1734188184.1
GA1.1.1858561647.1734188187,GS1.1.1734188187.1
GA1.1.1275912234.1734188190,GS1.1.1734188189.1
GA1.1.318300040.1734188192,GS1.1.1734188192.1
GA1.1.1086731475.1734188195,GS1.1.1734188194.1
GA1.1.436585290.1734188197,GS1.1.1734188197.1
GA1.1.975915398.1734188200,GS1.1.1734188199.1
GA1.1.661604597.1734188202,GS1.1.1734188202.1
GA1.1.1755864147.1734188205,GS1.1.1734188205.1
GA1.1.972740275.1734188208,GS1.1.1734188207.1
GA1.1.2133385205.1734188210,GS1.1.1734188210.1
GA1.1.1001704316.1734188213,GS1.1.1734188212.1
GA1.1.410789402.1734188215,GS1.1.1734188215.1
GA1.1.1285507139.1734188218,GS1.1.1734188217.1
GA1.1.44256919.1734188220,GS1.1.1734188220.1
GA1.1.378703542.1734188223,GS1.1.1734188222.1
GA1.1.297818568.1734188225,GS1.1.1734188225.1
GA1.1.1076517596.1734188228,GS1.1.1734188227.1
GA1.1.267437758.1734188230,GS1.1.1734188230.1
GA1.1.44914038.1734188233,GS1.1.1734188233.1
GA1.1.997072100.1734188236,GS1.1.1734188235.1
GA1.1.800718756.1734188238,GS1.1.1734188238.1
GA1.1.12707590.1734188241,GS1.1.1734188240.1
GA1.1.534783837.1734188243,GS1.1.1734188243.1
GA1.1.1162462735.1734188246,GS1.1.1734188245.1
GA1.1.1151075039.1734188248,GS1.1.1734188248.1
GA1.1.863475212.1734188251,GS1.1.1734188251.1
GA1.1.1147055182.1734188254,GS1.1.1734188253.1
GA1.1.1796163561.1734188256,GS1.1.1734188256.1
GA1.1.737006680.1734188259,GS1.1.1734188258.1
GA1.1.1207874363.1734188261,GS1.1.1734188261.1
GA1.1.536848208.1734188264,GS1.1.1734188263.1
GA1.1.1443646773.1734188267,GS1.1.1734188266.1
GA1.1.489345996.1734188269,GS1.1.1734188269.1
GA1.1.1125709317.1734188272,GS1.1.1734188271.1
GA1.1.2138486653.1734188274,GS1.1.1734188274.1
GA1.1.979572298.1734188277,GS1.1.1734188276.1
GA1.1.182231239.1734188279,GS1.1.1734188279.1
GA1.1.2115418721.1734188282,GS1.1.1734188281.1
GA1.1.124626478.1734188284,GS1.1.1734188284.1
GA1.1.786798410.1734188287,GS1.1.1734188286.1
GA1.1.1736196610.1734188289,GS1.1.1734188289.1
GA1.1.847934971.1734188292,GS1.1.1734188292.1
GA1.1.2000830763.1734188295,GS1.1.1734188294.1
GA1.1.1086079543.1734188297,GS1.1.1734188297.1
GA1.1.1889014865.1734188300,GS1.1.1734188299.1
GA1.1.1714553602.1734188302,GS1.1.1734188302.1
GA1.1.715761377.1734188305,GS1.1.1734188304.1
GA1.1.1420630298.1734188308,GS1.1.1734188307.1
GA1.1.508706914.1734188310,GS1.1.1734188310.1
GA1.1.224925676.1734188313,GS1.1.1734188312.1
GA1.1.2071123385.1734188315,GS1.1.1734188315.1
GA1.1.1075268177.1734188318,GS1.1.1734188317.1
GA1.1.1303997771.1734188320,GS1.1.1734188320.1
GA1.1.1347105476.1734188323,GS1.1.1734188322.1
GA1.1.225755367.1734188325,GS1.1.1734188325.1
GA1.1.23535433.1734188328,GS1.1.1734188327.1
GA1.1.478623145.1734188331,GS1.1.1734188330.1
GA1.1.1814548446.1734188333,GS1.1.1734188333.1
GA1.1.606917328.1734188336,GS1.1.1734188335.1
GA1.1.683860387.1734188338,GS1.1.1734188338.1
GA1.1.1180250443.1734188341,GS1.1.1734188340.1
GA1.1.300830308.1734188343,GS1.1.1734188343.1
GA1.1.154743795.1734188346,GS1.1.1734188345.1
GA1.1.1669152767.1734188348,GS1.1.1734188348.1
GA1.1.1108123535.1734188351,GS1.1.1734188350.1
GA1.1.1092221797.1734188353,GS1.1.1734188353.1
GA1.1.689563985.1734188356,GS1.1.1734188355.1
GA1.1.207800218.1734188358,GS1.1.1734188358.1
GA1.1.1203031312.1734188361,GS1.1.1734188360.1
GA1.1.2096964674.1734188363,GS1.1.1734188363.1
GA1.1.857644787.1734188366,GS1.1.1734188366.1
GA1.1.182439825.1734188369,GS1.1.1734188368.1
GA1.1.1762149355.1734188371,GS1.1.1734188371.1
GA1.1.178240405.1734188374,GS1.1.1734188373.1
GA1.1.43929979.1734188376,GS1.1.1734188376.1
GA1.1.522793676.1734188379,GS1.1.1734188378.1
GA1.1.333333476.1734188381,GS1.1.1734188381.1
GA1.1.37018099.1734188384,GS1.1.1734188383.1
GA1.1.1727524577.1734188386,GS1.1.1734188386.1
GA1.1.830430528.1734188389,GS1.1.1734188389.1
GA1.1.19078213.1734188392,GS1.1.1734188391.1
GA1.1.1794505424.1734188394,GS1.1.1734188394.1
GA1.1.1880403445.1734188397,GS1.1.1734188396.1
GA1.1.1313742451.1734188399,GS1.1.1734188399.1
GA1.1.1915787418.1734188402,GS1.1.1734188401.1
GA1.1.325843882.1734188404,GS1.1.1734188404.1
GA1.1.1829949828.1734188407,GS1.1.1734188407.1
GA1.1.517917428.1734188410,GS1.1.1734188409.1
GA1.1.441294090.1734188412,GS1.1.1734188412.1
GA1.1.396302710.1734188415,GS1.1.1734188414.1
GA1.1.2113996851.1734188417,GS1.1.1734188417.1
GA1.1.1120428116.1734188420,GS1.1.1734188419.1
GA1.1.72130429.1734188422,GS1.1.1734188422.1
GA1.1.63453077.1734188425,GS1.1.1734188424.1
GA1.1.520525009.1734188427,GS1.1.1734188427.1
GA1.1.34793091.1734188430,GS1.1.1734188429.1
GA1.1.1073853998.1734188433,GS1.1.1734188432.1
GA1.1.503825627.1734188436,GS1.1.1734188435.1
GA1.1.1576332235.1734188438,GS1.1.1734188438.1
GA1.1.730319528.1734188441,GS1.1.1734188440.1
GA1.1.1482074222.1734188444,GS1.1.1734188443.1
GA1.1.313680032.1734188446,GS1.1.1734188446.1
GA1.1.1381692497.1734188449,GS1.1.1734188448.1
GA1.1.1944321437.1734188451,GS1.1.1734188451.1
GA1.1.1087868715.1734188454,GS1.1.1734188453.1
GA1.1.1291902929.1734188456,GS1.1.1734188456.1
GA1.1.396527172.1734188459,GS1.1.1734188458.1
GA1.1.587600522.1734188462,GS1.1.1734188461.1
GA1.1.1249752799.1734188464,GS1.1.1734188464.1
GA1.1.1689860432.1734188467,GS1.1.1734188466.1
GA1.1.1934996864.1734188469,GS1.1.1734188469.1
